"","Pedigree.Unified","P1.IG","P1.Specie","P1.Type","P2.IG","P2.Specie","P2.Type","P3.IG","P3.Specie","P3.Type"
"d608d75b2abb","Pedigree.Unified.41",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"4b59c1f3df4b","Pedigree.Unified.41",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"58878c34294f","Pedigree.Unified.41",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"844ed67e41d8","Pedigree.Unified.164",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3721f09b7995","Pedigree.Unified.164",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"700c61995516","Pedigree.Unified.150",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"dfd0d36d0537","Pedigree.Unified.150",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"dbf89c3249c0","Pedigree.Unified.150",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1fcc708571cb","Pedigree.Unified.150",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"055dc56c6483","Pedigree.Unified.150",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"50a2bfeaf0a3","Pedigree.Unified.150",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a402933bfef0","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"de73fb8b2ef3","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d57ebf7c238f","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"07430e963512","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e13cad72d745","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e66b2945685c","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"81b703f712a8","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"199ebc7fb072","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a41d23dd1c45","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a8fcbd5092f6","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a2cc11c13030","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c960c5e6c8ad","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"47aaeec983e7","Pedigree.Unified.82",NA,"","",NA,"","",NA,"",""
"151571c73535","Pedigree.Unified.82",NA,"","",NA,"","",NA,"",""
"af1c67583ca4","Pedigree.Unified.82",NA,"","",NA,"","",NA,"",""
"49f932bc6a1c","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"e2051768937f","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"7ecaff02bdb2","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"b8f2dcfbc05f","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"a408421e35a9","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"70078d012e40","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"c3c0c58af7b3","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"2add23cec748","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"55a50fdafcc9","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"37d35d695ca3","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"b53ae13ea5e7","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"a7ba7b161021","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"6e34bfa6e4b8","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"b057ec980a4a","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"dc31d361f3ba","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"05e64c40c6d9","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"7553f436a942","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"40ab9a7ae4db","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"a09ef8b2a182","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"43b0f5b9679f","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"0ca758393ce5","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"fdfd8549ca00","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"1aab33de716a","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"56d919f4de61","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"a844d47102b5","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"01e228c75b83","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"fada299e0ae3","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"0584ac6b0fe5","Pedigree.Unified.84",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"52465344a35c","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"79695f47eb2e","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"510f33d194a8","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"fe13938c70dd","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ffaf5dbac72e","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7fb0ba668507","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3a40ba99dabe","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"99f727722c61","Pedigree.Unified.167",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f9b06bb2ba2c","Pedigree.Unified.151",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ec2df8d4c68f","Pedigree.Unified.103",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"f6485648fe5d","Pedigree.Unified.103",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"b28439b493dd","Pedigree.Unified.103",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"07d9e43cf6ae","Pedigree.Unified.103",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"3920f885fe92","Pedigree.Unified.103",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"b9396f6976dd","Pedigree.Unified.103",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"6e6df2323bc0","Pedigree.Unified.103",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"2cddb27f33b4","Pedigree.Unified.99",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"490ea905818a","Pedigree.Unified.99",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a9af3480178a","Pedigree.Unified.99",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"cc0b4f7f5e9b","Pedigree.Unified.99",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c7a79aa980ab","Pedigree.Unified.70",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"5c95e6c39a55","Pedigree.Unified.70",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f51d4f9b4671","Pedigree.Unified.70",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4f1bb5d46a35","Pedigree.Unified.70",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f17410f0b434","Pedigree.Unified.70",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b1b75d9ad473","Pedigree.Unified.70",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c219d0683dab","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"e6541ec3fd2c","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"3d35fc4fd779","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"6fe09fef6850","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"ad29e27e01de","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"8d764cfb6343","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"a5dbe4b02378","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"c441ac99d198","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"7a591b78b63e","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"dc7b952a819a","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"b8b94d198550","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"e6f79878089d","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"ff26e285a0ab","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"8ff9b8005ee9","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"92d58d0fe64a","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"b84d298d67b9","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"c74b818b6083","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"7bcf5a924fed","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"8958869fe8d7","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"41ba76b4ef91","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"efa0af938ce1","Pedigree.Unified.77",45673,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"cebd43efc776","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"955b488193b2","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b6c6d4650044","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"26defd41ebd9","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ee3ba7a58d04","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"12ad23542726","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f0cadafbb4d4","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d26849155d5c","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c5387e596163","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"095b05f58dac","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"5e02b5a494dc","Pedigree.Unified.78",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
